Case ID,DeeplinkUrl,GerechtelijkProductType,InformatieNietGepubliceerdMessage,InterneUrl,IsInactief,Proceduresoorten,Publicatiedatum,PublicatiedatumDate,Publicatiestatus,Rechtsgebieden,RelatieVerwijzingen,Tekstfragment,Titel,TitelEmphasis,Uitspraakdatum,UitspraakdatumType,Vindplaatsen
ECLI-NL-RBDHA-2016-3902,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2016:3902,uitspraak,De publicatie van de uitspraak staat gepland op 13-04-2016 om 13:51 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2016:3902&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],13-04-2016,2016-04-13T13:51:57Z,gepubliceerd,['Strafrecht'],[],"6 jaar cel voor mensenhandel
De rechtbank Den Haag veroordeelt een 34-jarige man tot 6 jaar cel vanwege mensenhandel. De man, rapper en tatoeëerder, liet van eind 2009 tot voorjaar 2014 in totaal vijf vrouwen voor hem werken in de raamprostitutie en escort. Het geld dat ze verdienden ging allemaal naar hem.
Prostitutie
De vrouwen bevonden zich allemaal in een moeilijke situatie, met familieproblemen en schulden, toen ze de man leerden kennen. Volgens de man konden zij door in de prostitutie te werken die problemen oplossen. Hij bood aan hen daarbij te helpen en regelde hun werk in de prostitutie. Wie in zijn team werkte kreeg een tatoeage met zijn initialen om te laten zien dat ze bij hem hoorde. Het met de prostitutie verdiende geld ging naar de man, maar de problemen van de vrouwen werden niet opgelost.
Misleiding en misbruik
Terwijl zij werkten, leefde hij goed van hun geld. De rechtbank vindt dat de man alle vrouwen heeft misleid en misbruik heeft gemaakt van hun kwetsbare positie. Een aantal van de vrouwen werd ook door hem geslagen en bedreigd. Onder die omstandigheden is werken in de prostitutie geen vrijwillige keuze meer. Er is dan sprake van onvrijwillige prostitutie, dus van mensenhandel.
Terugbetalen
Het profiteren van de prostitutie heeft in totaal ruim 4 jaar geduurd. Er is grof misbruik gemaakt van de vrouwen en ze hebben allemaal nauwelijks een cent gezien van wat ze verdienden.  Daarom moet de man, naast 6 jaar de gevangenis in, als eerste, voorzichtige schatting, ruim euro 300.000,- aan de vrouwen terugbetalen.","Rechtbank Den Haag, 13-04-2016, 09/767260-14",ECLI:NL:RBDHA:2016:3902,13-04-2016,uitspraak,"[{'Vindplaats': 'PS-Updates.nl 2016-0112', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RVS-2013-BZ3751,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RVS:2013:BZ3751,uitspraak,De publicatie van de uitspraak staat gepland op 11-03-2013 om 12:49 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2013:BZ3751&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],11-03-2013,2013-03-11T12:49:37Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Dat de staatssecretaris voorafgaand aan de inbewaringstelling van de vreemdeling reeds enkele handelingen ter voorbereiding van haar uitzetting had verricht en haar asielaanvraag in behandeling had genomen, laat onverlet dat hij na haar inbewaringstelling de plicht had om te voorkomen dat deze vrijheidsontneming onredelijk lang voortduurde. Dit geldt te meer, nu er al sinds oktober 2012 aanwijzingen waren dat de vreemdeling mogelijk slachtoffer was van mensenhandel en de staatssecretaris blijkens het in hoofdstuk B9 van de Vc 2000 omschreven beleid een groot gewicht toekent aan de bescherming van deze categorie vreemdelingen. Uit de op de zaak betrekking hebbende stukken blijkt niet dat de vreemdeling tijdens de bewaring eerder dan op 18 december 2012 is gewezen op de mogelijkheid van het doen van aangifte dan wel het op andere wijze medewerken aan een strafrechtelijk opsporings- of vervolgingsonderzoek naar mensenhandel. Aangezien de staatssecretaris niet heeft betwist dat de KMar reeds op 5 december 2012 de bedoeling had de vreemdeling te horen en in de gelegenheid te stellen aangifte van mensenhandel te doen, valt zonder nadere toelichting niet in te zien waarom dit eerst op 18 december 2012 kon plaatsvinden. Uit vorenbedoelde stukken blijkt voorts evenmin dat tijdens de bewaring, in aanvulling op de enkele reeds voordien in dat opzicht verrichte handelingen, nog nadere handelingen zijn verricht ter verwezenlijking van de met die maatregel beoogde uitzetting van de vreemdeling. Onder de hiervoor weergegeven omstandigheden heeft de staatssecretaris niet de ter voorkoming van een onevenredig lange voortduring van de bewaring vereiste mate van voortvarendheid aan de dag gelegd.","Raad van State, 05-03-2013, 201212000/1/V3",ECLI:NL:RVS:2013:BZ3751,05-03-2013,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2021-8037,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2021:8037,uitspraak,De publicatie van de uitspraak staat gepland op 26-07-2021 om 10:54 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2021:8037&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],26-07-2021,2021-07-26T10:54:31.922Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Deze zaak betreft het beroep van een Dublinclaimant die in Nederland aangifte heeft gedaan van mensenhandel. 

Verweerder heeft de aanvraag van eiser om verlening van een verblijfsvergunning regulier voor bepaalde tijd onder de beperking ‘humanitair tijdelijk’ in het kader van mensenhandel, terecht getoetst aan het nieuwe beleid (WBV 2019/10; paragraaf B8/3.1 van de Vreemdelingencirculaire 2000), omdat de aangifte van mensenhandel is ingediend na 1 augustus 2019 (de datum van inwerkingtreding van dat nieuwe beleid). Van een geuite wens om aangifte te doen voor 1 augustus 2019 is niet gebleken en had, gelet op de uitspraak van de Afdeling bestuursrechtspraak van de Raad van State (ABRvS) van 21 december 2018 (ECLI:NL:RVS:2018:4297), ook niet tot een andere conclusie geleid. 

De rechtbank heeft verder geoordeeld dat het beleid in paragraaf B8/3.1 niet in strijd is met artikel 8 van de Richtlijn 2004/81/EG.  De rechtbank leest de in artikel 8, eerste lid, onder a, genoemde voorwaarde zo dat door het Openbaar Ministerie (OM) moet zijn vastgesteld dat de aanwezigheid in Nederland van de vreemdeling noodzakelijk is ten behoeve van het strafrechtelijk onderzoek. Dat verweerder voor bepaalde categorieën vreemdelingen begunstigend beleid voert of voerde, door direct na de aangifte een verblijfsvergunning te verlenen, zonder het onderzoek door het OM naar de noodzakelijkheid van de aanwezigheid in Nederland van de vreemdeling af te wachten, maakt nog niet dat artikel 8 van de Richtlijn op dit punt onjuist is geïmplementeerd.

Verder heeft de rechtbank geoordeeld dat het nieuwe beleid van verweerder niet in strijd is met het rechtszekerheidsbeginsel. Uit de Richtlijn blijkt volgens de rechtbank niet dat eenmaal ingesteld begunstigend beleid nadien niet kan worden beëindigd of beperkt. De rechtbank acht het niet onredelijk dat verweerder het beslismoment ter zake van de verlening van een verblijfsvergunning regulier voor bepaalde tijd heeft verplaatst naar het moment dat het OM heeft beslist dat de aanwezigheid van de vreemdeling in Nederland in het belang van de opsporing en vervolging van mensenhandel al dan niet noodzakelijk is. 

Ook het beroep op het gelijkheidsbeginsel en het beroep op het arrest Rantsev slagen niet.","Rechtbank Den Haag, 26-04-2021, AWB 19/9236",ECLI:NL:RBDHA:2021:8037,26-04-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2021-8046,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2021:8046,uitspraak,De publicatie van de uitspraak staat gepland op 26-07-2021 om 11:08 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2021:8046&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],26-07-2021,2021-07-26T11:08:02.555Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Deze zaak betreft het beroep van een Dublinclaimant die in Nederland aangifte heeft gedaan van mensenhandel. 

Verweerder heeft de aanvraag van eiser om verlening van een verblijfsvergunning regulier voor bepaalde tijd onder de beperking ‘humanitair tijdelijk’ in het kader van mensenhandel, terecht getoetst aan het nieuwe beleid (WBV 2019/10; paragraaf B8/3.1 van de Vreemdelingencirculaire 2000), omdat de aangifte van mensenhandel is ingediend na 1 augustus 2019 (de datum van inwerkingtreding van dat nieuwe beleid). Van een geuite wens om aangifte te doen voor 1 augustus 2019 is niet gebleken en had, gelet op de uitspraak van de Afdeling bestuursrechtspraak van de Raad van State (ABRvS) van 21 december 2018 (ECLI:NL:RVS:2018:4297), ook niet tot een andere conclusie geleid. 

De rechtbank heeft verder geoordeeld dat het beleid in paragraaf B8/3.1 niet in strijd is met artikel 8 van de Richtlijn 2004/81/EG.  De rechtbank leest de in artikel 8, eerste lid, onder a, genoemde voorwaarde zo dat door het Openbaar Ministerie (OM) moet zijn vastgesteld dat de aanwezigheid in Nederland van de vreemdeling noodzakelijk is ten behoeve van het strafrechtelijk onderzoek. Dat verweerder voor bepaalde categorieën vreemdelingen begunstigend beleid voert of voerde, door direct na de aangifte een verblijfsvergunning te verlenen, zonder het onderzoek door het OM naar de noodzakelijkheid van de aanwezigheid in Nederland van de vreemdeling af te wachten, maakt nog niet dat artikel 8 van de Richtlijn op dit punt onjuist is geïmplementeerd.

Verder heeft de rechtbank geoordeeld dat het nieuwe beleid van verweerder niet in strijd is met het rechtszekerheidsbeginsel. Uit de Richtlijn blijkt volgens de rechtbank niet dat eenmaal ingesteld begunstigend beleid nadien niet kan worden beëindigd of beperkt. De rechtbank acht het niet onredelijk dat verweerder het beslismoment ter zake van de verlening van een verblijfsvergunning regulier voor bepaalde tijd heeft verplaatst naar het moment dat het OM heeft beslist dat de aanwezigheid van de vreemdeling in Nederland in het belang van de opsporing en vervolging van mensenhandel al dan niet noodzakelijk is. 

Ook het beroep op het gelijkheidsbeginsel en het beroep op het arrest Rantsev slagen niet.","Rechtbank Den Haag, 26-04-2021, AWB 19/9162",ECLI:NL:RBDHA:2021:8046,26-04-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2021-8048,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2021:8048,uitspraak,De publicatie van de uitspraak staat gepland op 26-07-2021 om 11:20 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2021:8048&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],26-07-2021,2021-07-26T11:20:29.311Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Deze zaak betreft het beroep van een Dublinclaimant die in Nederland aangifte heeft gedaan van mensenhandel. 

Verweerder heeft de aanvraag van eiser om verlening van een verblijfsvergunning regulier voor bepaalde tijd onder de beperking ‘humanitair tijdelijk’ in het kader van mensenhandel, terecht getoetst aan het nieuwe beleid (WBV 2019/10; paragraaf B8/3.1 van de Vreemdelingencirculaire 2000), omdat de aangifte van mensenhandel is ingediend na 1 augustus 2019 (de datum van inwerkingtreding van dat nieuwe beleid). Van een geuite wens om aangifte te doen voor 1 augustus 2019 is niet gebleken en had, gelet op de uitspraak van de Afdeling bestuursrechtspraak van de Raad van State (ABRvS) van 21 december 2018 (ECLI:NL:RVS:2018:4297), ook niet tot een andere conclusie geleid. 

De rechtbank heeft verder geoordeeld dat het beleid in paragraaf B8/3.1 niet in strijd is met artikel 8 van de Richtlijn 2004/81/EG.  De rechtbank leest de in artikel 8, eerste lid, onder a, genoemde voorwaarde zo dat door het Openbaar Ministerie (OM) moet zijn vastgesteld dat de aanwezigheid in Nederland van de vreemdeling noodzakelijk is ten behoeve van het strafrechtelijk onderzoek. Dat verweerder voor bepaalde categorieën vreemdelingen begunstigend beleid voert of voerde, door direct na de aangifte een verblijfsvergunning te verlenen, zonder het onderzoek door het OM naar de noodzakelijkheid van de aanwezigheid in Nederland van de vreemdeling af te wachten, maakt nog niet dat artikel 8 van de Richtlijn op dit punt onjuist is geïmplementeerd.

Verder heeft de rechtbank geoordeeld dat het nieuwe beleid van verweerder niet in strijd is met het rechtszekerheidsbeginsel. Uit de Richtlijn blijkt volgens de rechtbank niet dat eenmaal ingesteld begunstigend beleid nadien niet kan worden beëindigd of beperkt. De rechtbank acht het niet onredelijk dat verweerder het beslismoment ter zake van de verlening van een verblijfsvergunning regulier voor bepaalde tijd heeft verplaatst naar het moment dat het OM heeft beslist dat de aanwezigheid van de vreemdeling in Nederland in het belang van de opsporing en vervolging van mensenhandel al dan niet noodzakelijk is. 

Ook het beroep op het gelijkheidsbeginsel en het beroep op het arrest Rantsev slagen niet.","Rechtbank Den Haag, 26-04-2021, AWB 20/745",ECLI:NL:RBDHA:2021:8048,26-04-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2021-5480,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2021:5480,uitspraak,De publicatie van de uitspraak staat gepland op 31-05-2021 om 14:57 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2021:5480&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],31-05-2021,2021-05-31T14:57:59Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Geen recht op verblijf bij Nederlands kind
Vergunning tot verblijf mensenhandel, Richtlijn mensenhandel, EU-verblijfskaart, Chavez-Vilchez, Dublin
Eiseres is vanuit Italië naar Nederland gereisd en heeft hier asiel gevraagd. Het asielverzoek is niet in behandeling genomen, omdat eiseres in het kader van de Dublinverordening kan worden overgedragen aan Italië. Eiseres heeft ook aangifte van mensenhandel gedaan. Aan haar is echter – anders dan voorheen het beleid was - geen tijdelijke verblijfsvergunning humanitair verleend, omdat het OM heeft beslist om de aangifte niet verder te onderzoeken. Eiseres betoogt dat het beleid dat verweerder sinds augustus 2019 voert in strijd is met de richtlijn 2004/81/EG en verweerder daarmee ten onrechte een verschil maakt tussen Dublinclaimanten en andere vreemdelingen. De rechtbank volgt eiseres niet. De rechtbank ziet in verweerders toelichting op het nieuwe beleid voldoende onderbouwing voor het gemaakte onderscheid tussen Dublinclaimanten en andere vreemdelingen. Daarbij vindt de rechtbank relevant dat het doel van de richtlijn is om illegale immigratie en mensenhandel te bestrijden en een verblijfstitel te verstrekken aan diegene die hieraan hun medewerking willen en kunnen verlenen. Indien na het doen van aangifte al snel blijkt dat medewerking niet bijdraagt aan genoemde bestrijding, dient het verstrekken van een verblijfstitel in het kader van de richtlijn geen doel. 
Eisers heeft ook verzocht om bij haar Nederlandse dochter te mogen verblijven. Zij heeft verwezen naar het arrest Chavez-Vilchez. Zij vermoedt dat zij bij terugkeer naar Italië geen asielvergunning zal krijgen en dat zij dan alsnog met haar dochter naar Nigeria zal worden uitgezet. Haar dochter zal dan het EU grondgebied moeten verlaten en daarom moet eiseres in het bezit worden gesteld van een EU-verblijfskaart. De rechtbank volgt eiseres hierin niet. Uit jurisprudentie van het HvJ volgt dat een onderdaan van een derde land geen aanspraak heeft op een aan het VWEU afgeleid verblijfsrecht als hij zich met de burger van de Unie naar een andere lidstaat kan begeven. Vergunningverlening komt dus pas in beeld als de dochter van eiseres feitelijk het grondgebied van de EU moet verlaten en dat is met de overdracht naar Italië (nog) niet het geval.","Rechtbank Den Haag, 01-04-2021, AWB 20/5662 en 20/7473",ECLI:NL:RBDHA:2021:5480,01-04-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-HR-2021-774,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:HR:2021:774,uitspraak,De publicatie van de uitspraak staat gepland op 15-06-2021 om 13:34 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2021:774&showbutton=true&keyword=mensenhandel,0.0,['Cassatie'],15-06-2021,2021-06-15T13:34:51Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'In cassatie op : ', 'LinkTekst': 'ECLI:NL:GHARL:2020:1656', 'Postfix': None, 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2020:1656&showbutton=true&keyword=mensenhandel'}, {'RelatieOmschrijving': 'Conclusie: ', 'LinkTekst': 'ECLI:NL:PHR:2021:406', 'Postfix': None, 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2021:406&showbutton=true&keyword=mensenhandel'}]","Mensenhandel (meermalen gepleegd) door als loverboy gedurende 3 maanden aangeefster (met Marokkaanse achtergrond) ertoe te bewegen om met zoveel mogelijk mannen tegen betaling seks te hebben, art. 273f.1, 273f.4, 273f.6 en 273f.9 Sr. 1. Oogmerk van uitbuiting? 2. Heeft hof verzuimd ambtshalve aangeefster ttz. te horen, nu verdachte in e.a. integraal is vrijgesproken en in h.b. is veroordeeld? HR: art. 81.1 RO.","Hoge Raad, 15-06-2021, 20/00756",ECLI:NL:HR:2021:774,15-06-2021,uitspraak,"[{'Vindplaats': 'RvdW 2021/704', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHDHA-2020-2650,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHDHA:2020:2650,uitspraak,De publicatie van de uitspraak staat gepland op 12-02-2021 om 12:34 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHDHA:2020:2650&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],12-02-2021,2021-02-12T12:34:47.126Z,gepubliceerd,['Strafrecht'],[],"Art. 273f, lid 1, sub 1, sub 4, sub 5, sub 6 en sub 9 Sr; art 64, art. 65, art. 66 Sr, art. 318 Sr. Klachtdelict. OM niet-ontvankelijk terzake de afdreiging. Veroordeling voor mensenhandel van slachtoffers waarvan één minderjarige. Gevangenisstraf van 30 maanden waarvan 9 voorwaardelijk met proeftijd van 3 jaren. Verwerping verweer (on)betrouwbaarheid verklaringen slachtoffers. Verweer inzake ontbreken van klacht. Uitgebreide motivering strafoplegging. Toewijzingen schadevergoedingen benadeelde partijen.","Gerechtshof Den Haag, 30-11-2020, 2200067019",ECLI:NL:GHDHA:2020:2650,30-11-2020,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBNNE-2020-530,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBNNE:2020:530,uitspraak,De publicatie van de uitspraak staat gepland op 11-02-2020 om 15:03 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2020:530&showbutton=true&keyword=mensenhandel,0.0,"['Eerste aanleg - meervoudig', 'Op tegenspraak']",11-02-2020,2020-02-11T15:03:36Z,gepubliceerd,['Strafrecht'],[],"De rechtbank Noord-Nederland, locatie Leeuwarden, veroordeelt een 35-jarige vrouw tot een gevangenisstraf van 12 maanden waarvan 4 maanden voorwaardelijk wegens een poging tot uitlokking van moord. De rechtbank acht bewezen dat zij een kennis opdracht gaf om haar ex-vriend te vermoorden. 
De rechtbank weegt bij de duur van de gevangenisstraf in sterkte mate mee dat verdachte zelf slachtoffer was van mensenhandel en huiselijk geweld gepleegd door haar ex-vriend.","Rechtbank Noord-Nederland, 11-02-2020, 18/730225-19",ECLI:NL:RBNNE:2020:530,11-02-2020,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-PHR-2019-1224,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:PHR:2019:1224,conclusie,De publicatie van de uitspraak staat gepland op 05-12-2019 om 10:20 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2019:1224&showbutton=true&keyword=mensenhandel,0.0,[],05-12-2019,2019-12-05T10:20:49Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Arrest Hoge Raad: ', 'LinkTekst': 'ECLI:NL:HR:2020:442', 'Postfix': None, 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2020:442&showbutton=true&keyword=mensenhandel'}]","Conclusie AG over mensenhandel (art. 273f Sr). Tewerkstellen in België en/of Duitsland, ‘huisvesten en opnemen’ en voordeel trekken uit uitbuiting. Geen vermelding in het arrest van de mate waarin de geconstateerde overschrijding van de redelijke termijn heeft geleid tot vermindering van de opgelegde gevangenisstraf. De conclusie strekt tot vernietiging van de uitspraak van het hof, maar uitsluitend wat betreft de strafoplegging en tot verwerping van het beroep voor het overige.","Parket bij de Hoge Raad, 03-12-2019, 18/04377",ECLI:NL:PHR:2019:1224,03-12-2019,conclusie,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-PHR-2018-1224,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:PHR:2018:1224,conclusie,De publicatie van de uitspraak staat gepland op 08-11-2018 om 08:22 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2018:1224&showbutton=true&keyword=mensenhandel,0.0,[],08-11-2018,2018-11-08T08:22:45Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Arrest Hoge Raad: ', 'LinkTekst': 'ECLI:NL:HR:2018:2433', 'Postfix': None, 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2018:2433&showbutton=true&keyword=mensenhandel'}]","Conclusie plv. AG. Zaak Buidelwolf (mensenhandel). Twee middelen. Falende kwalificatieklacht inzake witwassen i.h.l.v. bewezenverklaarde deelname aan een criminele organisatie. Slagende klacht over (begrijpelijkheid) oordeel hof inzake strafvermindering wegens overschrijding redelijke termijn. Voorgesteld wordt dat HR om redenen van doelmatigheid de zaak zelf afdoet.  Strekt tot vernietiging maar uitsluitend m.b.t. beslissing ter zake van de duur van de opgelegde gevangenisstraf. Samenhang met 17/03187, 17/03087 en 17/03387.","Parket bij de Hoge Raad, 06-11-2018, 17/03013",ECLI:NL:PHR:2018:1224,06-11-2018,conclusie,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBROT-2018-8791,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBROT:2018:8791,uitspraak,De publicatie van de uitspraak staat gepland op 25-10-2018 om 10:03 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2018:8791&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],25-10-2018,2018-10-25T10:03:16Z,gepubliceerd,['Strafrecht'],[],"Partieel nietige dagvaarding vanwege niet voldoen aan de eisen van artikel 261 Sv. 
Veroordeling medeplegen van mensenhandel. De verdachte was samen met haar medeverdachte betrokken bij het prostitutiewerk van het slachtoffer. Er was sprake van een kwetsbare situatie en een misbruik uit feitelijke verhoudingen voortvloeiend overwicht en de verdachte heeft het oogmerk tot uitbuiting gehad. 
Veroordeling medeplegen oplichting en uitgeven van vals geld. 
Straf: gevangenisstraf voor de duur van 10 maanden, waarvan 7 maanden voorwaardelijk.","Rechtbank Rotterdam, 23-10-2018, 10/750247-15",ECLI:NL:RBROT:2018:8791,23-10-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBOVE-2018-3474,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBOVE:2018:3474,uitspraak,De publicatie van de uitspraak staat gepland op 24-09-2018 om 15:23 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2018:3474&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],24-09-2018,2018-09-24T15:23:58Z,gepubliceerd,['Strafrecht'],[],"De rechtbank Overijssel veroordeelt een 52-jarige man tot een gevangenisstraf van 4 maanden. In de woning van de man zijn hard- en softdrugs aangetroffen die onder andere bestemd waren voor de verkoop. Daarnaast heeft de man twee filmpjes met dierenporno online verspreid. De rechtbank spreekt de man vrij van mensenhandel, omdat niet bewezen kan worden dat de man ten tijde van het ten laste gelegde wist dat het slachtoffer een verstandelijke beperking had.","Rechtbank Overijssel, 24-09-2018, 08-910000-18 (P)",ECLI:NL:RBOVE:2018:3474,24-09-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBNNE-2017-4170,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBNNE:2017:4170,uitspraak,De publicatie van de uitspraak staat gepland op 02-11-2017 om 15:27 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2017:4170&showbutton=true&keyword=mensenhandel,0.0,"['Eerste aanleg - meervoudig', 'Op tegenspraak']",02-11-2017,2017-11-02T15:27:23Z,gepubliceerd,['Strafrecht'],[],"Vrijspraak van mensenhandel (tweemaal).
Veroordeling voor het tweemaal plegen van mensensmokkel uit winstbejag, tezamen en in vereniging met één of meer anderen, tot een gevangenisstraf voor de duur van het voorarrest en een werkstraf van 70 uren. 
Overschrijding van de redelijke termijn.
Verdachte heeft zich tweemaal schuldig gemaakt aan het samen met een ander plegen van mensensmokkel uit winstbejag, waarbij hij in beide gevallen een persoon behulpzaam geweest bij het wederrechtelijke verblijf in Nederland.","Rechtbank Noord-Nederland, 31-10-2017, 18/730197-14",ECLI:NL:RBNNE:2017:4170,31-10-2017,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBNNE-2017-2245,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBNNE:2017:2245,uitspraak,De publicatie van de uitspraak staat gepland op 27-06-2017 om 09:00 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2017:2245&showbutton=true&keyword=mensenhandel,0.0,"['Eerste aanleg - meervoudig', 'Op tegenspraak']",27-06-2017,2017-06-27T09:00:02Z,gepubliceerd,['Strafrecht'],[],"Verdachte heeft zich schuldig gemaakt aan mensenhandel ten aanzien van een minderjarig en kwetsbaar meisje door haar naar een hotel te vervoeren waar zij een afspraak had om tegen betaling seks met een klant te hebben.
Tevens heeft verdachte 28,05 gram cocaïne, 0,45 gram MDMA, 1,14 gram hasjiesj en een ploertendoder voorhanden gehad.
Veroordeling is gevolgd tot een gevangenisstraf voor de duur van 4 maanden met aftrek van voorarrest.","Rechtbank Noord-Nederland, 26-06-2017, 18/830131-17",ECLI:NL:RBNNE:2017:2245,26-06-2017,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
